5.971174,20.255188,6.116687,28.062231,6.128628,31.113655,
5.976577,20.266564,6.125337,28.037907,6.137547,30.962564,
5.984778,20.333312,6.134487,27.948195,6.143684,30.860114,
5.968551,20.134907,6.119188,27.845083,6.132015,30.943175,
5.963092,20.198713,6.108941,27.835797,6.121394,30.986714,
5.960897,20.133281,6.106782,27.867024,6.119621,31.144331,
5.946541,20.291932,6.095003,27.936601,6.106893,31.176631,
5.927935,20.308004,6.070515,28.082898,6.081161,30.807692,
5.894375,20.113737,6.042312,27.749026,6.053913,30.653641,
5.872161,20.321790,6.019229,28.322246,6.030267,31.279220,
5.846593,20.011269,5.996183,28.211680,6.008363,31.270290,
5.835928,20.276654,5.976825,28.152456,5.987577,30.786734,
5.819904,20.117551,5.965904,27.868417,5.978020,30.859338,
5.836682,20.067527,5.978684,27.885799,5.990264,31.169219,
5.839320,20.342550,5.980786,28.022329,5.991944,31.085876,
5.824786,20.025294,5.970916,27.633569,5.982914,30.739194,
5.812983,19.977734,5.954174,27.517728,5.965509,30.348951,
5.799450,20.176576,5.938412,27.729835,5.948014,30.191068,
5.778802,19.930098,5.922250,27.586590,5.932427,30.372537,
5.768349,20.209723,5.904451,27.381347,5.915726,29.977335,
5.758611,20.019592,5.894393,27.239900,5.905297,30.024859,
5.763558,20.127553,5.898685,27.248394,5.910966,30.256669,
5.781903,19.989210,5.925396,27.097021,5.936948,30.006956,
5.806261,19.978097,5.948018,27.237073,5.959609,29.775028,
5.823673,19.885191,5.967761,27.088216,5.979610,30.114144,
5.835738,19.958678,5.977532,27.203989,5.989864,29.860600,
5.833251,19.984488,5.976164,27.180448,5.986755,29.706622,
5.806680,19.813579,5.944215,26.976134,5.957674,29.909302,
5.788207,20.035379,5.925626,27.123947,5.936879,29.584435,
5.781466,20.074564,5.915074,27.071811,5.926399,29.479259,
5.776809,19.818784,5.918866,26.998569,5.931010,29.592913,
5.794832,19.874367,5.931317,27.237440,5.944079,30.052146,
5.808204,19.871258,5.948907,27.290347,5.959843,29.862700,
5.830097,20.038494,5.966977,27.090254,5.977463,29.442634,
5.834539,20.026043,5.981564,27.497944,5.993184,30.165418,
5.859394,20.098050,6.001241,27.320202,6.013714,29.965537,
5.886846,19.872648,6.029960,27.248149,6.042351,30.285230,
5.910001,20.139346,6.054711,27.416150,6.065692,30.267180,
5.935691,20.159859,6.081390,27.472617,6.093221,30.187450,
5.959211,20.165713,6.107480,27.640166,6.120057,30.368184,
5.977961,20.104959,6.124345,27.459447,6.136949,30.402038,
5.996264,20.189716,6.144338,27.442605,6.156128,30.138407,
6.005855,20.196603,6.157460,27.588224,6.170084,30.266047,
6.015058,20.001437,6.163056,27.438500,6.176125,30.191940,
5.999115,19.832391,6.152250,27.379457,6.165249,30.254815,
6.023011,20.165660,6.172416,27.619423,6.184617,30.662911,
6.056565,19.933346,6.206166,27.340758,6.220939,30.457183,
6.101355,20.295945,6.255461,27.928133,6.266270,30.766845,
6.104237,20.264068,6.259939,27.982848,6.270800,30.834994,
6.103074,19.843174,6.255432,27.044737,6.269298,29.964910,
6.118772,20.176237,6.273943,27.459452,6.286363,30.524848,
6.126811,20.216280,6.278653,27.651693,6.290453,30.369757,
6.103057,19.942423,6.255393,27.498738,6.267711,30.546295,
6.068057,20.123254,6.211065,27.432483,6.222988,30.304807,
6.015070,20.113578,6.161594,27.548013,6.172896,30.117927,
5.956993,19.901882,6.100647,27.116818,6.112617,29.728962,
5.899776,19.816327,6.044500,26.850978,6.058747,29.476772,
5.878775,20.078786,6.018357,27.293876,6.029217,29.804547,
5.862812,19.885459,6.001743,27.144909,6.015125,29.840719,
5.860388,19.948743,6.000948,27.097390,6.013717,30.070325,
5.881253,19.786855,6.020689,27.005389,6.033828,30.085124,
5.891752,20.121589,6.037984,27.385201,6.049642,30.036704,
5.935902,20.153061,6.075955,27.466852,6.088058,30.148378,
5.958188,20.129240,6.097639,27.447877,6.108828,30.545440,
5.985470,20.094363,6.126230,27.698222,6.137830,30.548365,
6.008445,20.019146,6.158093,27.465706,6.169380,30.253082,
6.050341,20.127611,6.199677,27.569335,6.210821,30.631072,
6.088509,20.118902,6.239418,27.446999,6.251960,30.266000,
6.108559,20.028051,6.263184,27.895399,6.274852,30.586084,
6.141581,20.029853,6.285970,27.405388,6.299014,30.588538,
6.154854,20.199326,6.311401,27.516244,6.324575,30.522644,
6.180268,20.129994,6.340188,27.953018,6.352627,31.230816,
6.221747,20.359880,6.373879,28.167855,6.385712,31.486007,
6.245344,20.159173,6.404844,28.058552,6.415149,30.681792,
6.258858,20.167474,6.423692,27.724902,6.436629,31.216713,
6.272086,20.183659,6.431356,27.795713,6.443233,31.082662,
6.273048,20.193132,6.427311,27.886527,6.439172,30.784845,
6.246042,20.160426,6.403438,27.748359,6.414865,30.742583,
6.231833,20.199093,6.386318,27.837257,6.397963,31.046999,
6.197642,20.026055,6.357311,27.631445,6.370099,30.450354,
6.191600,20.426760,6.337085,27.801692,6.346638,30.409382,
6.143317,20.120425,6.288597,27.363913,6.300360,30.338424,
6.105855,20.183728,6.252548,27.472585,6.262744,30.434852,
6.053160,20.029026,6.194615,27.408823,6.208360,30.387631,
