15.513116,24.910611,33.091031,34.686830,35.871118,35.912841,
15.509052,24.944437,33.707810,34.466981,35.661268,35.663938,
15.602127,24.881145,33.212300,34.433332,35.785067,35.812693,
15.529747,24.886140,32.910806,34.602776,35.830772,35.842958,
15.615138,25.115875,33.985617,35.170021,36.400460,36.504173,
15.620870,25.049213,33.345683,34.727981,36.057861,36.084608,
15.638126,25.048227,33.678722,35.310974,36.705720,36.786609,
15.538023,24.895013,33.311218,34.931084,36.390262,36.406591,
15.584107,25.008073,33.647637,34.844663,35.964907,35.972042,
15.576547,24.985415,32.969773,34.467930,36.226282,36.298195,
15.606626,25.233771,33.100147,34.823771,36.518134,36.625796,
15.569250,24.958622,33.293566,34.837589,36.238099,36.290558,
15.682279,25.006967,33.109233,34.532863,35.825082,35.937318,
15.524099,24.939956,33.779285,35.018319,36.364320,36.448708,
15.530039,24.754621,32.970084,34.462143,35.733395,35.807531,
15.559764,24.842730,33.321600,34.627093,35.838827,35.886448,
15.538733,24.842212,33.575267,34.976162,36.396180,36.440761,
15.635628,25.007271,33.529182,34.841413,36.046253,36.086135,
15.630695,24.827726,33.740793,34.754195,36.439902,36.471151,
15.606649,24.903671,33.128368,34.599155,36.030722,36.107868,
15.682896,25.013911,33.995533,34.956543,35.867858,35.963477,
15.502164,24.763565,32.885540,34.384808,36.090439,36.105451,
15.513020,24.822529,33.063531,34.607853,35.977716,35.907191,
15.611456,24.973346,33.078685,34.570600,36.662595,36.717480,
15.603190,24.854633,33.029413,34.590264,35.882749,35.824445,
15.669676,25.178866,33.530800,34.780193,36.445516,36.497132,
15.611480,25.037134,33.997420,35.008837,36.091136,36.151660,
15.689245,24.925216,33.744756,34.714703,36.381115,36.410328,
15.507939,24.873957,33.451274,34.854576,35.839949,35.903662,
15.614101,25.253923,34.155225,35.123105,35.941765,35.913206,
15.629377,24.985992,33.326587,34.690483,36.324490,36.405439,
15.558426,24.949815,33.423880,34.887278,36.443607,36.531829,
15.574489,25.046978,33.816373,35.048027,36.625027,36.563806,
15.668181,24.905704,33.571318,34.816529,36.170506,36.177309,
15.583602,25.075419,32.711056,34.093753,35.448089,35.491490,
15.642784,25.222653,34.070475,35.234022,36.435924,36.447353,
15.579499,24.888906,33.319422,34.616983,35.881305,35.906716,
15.586889,25.130009,33.892295,34.736549,35.674277,35.795796,
15.612635,25.038982,33.743081,34.902542,36.404296,36.398703,
15.527529,24.887423,33.664761,35.029178,36.460126,36.565135,
15.685368,25.187696,33.956784,35.104748,36.743439,36.819081,
15.633583,25.052098,33.467865,34.639161,36.255862,36.278443,
15.674932,25.150427,33.622024,35.043999,36.534267,36.565787,
15.565878,24.934963,33.733668,34.830282,36.461100,36.476188,
15.522924,24.930709,33.946217,35.258851,36.587301,36.575882,
15.702053,25.353545,33.636035,35.065749,36.135784,36.231314,
15.663211,25.037413,33.432294,34.891445,36.166953,36.211466,
15.659232,25.060778,33.096605,34.597528,36.172334,36.272678,
15.675739,25.070858,33.857993,35.193067,36.252630,36.317010,
15.594893,25.177694,33.766725,34.950353,36.304062,36.308160,
15.653718,25.206398,33.864328,35.166393,36.510272,36.507500,
15.554223,24.962621,33.523163,34.525948,35.545840,35.658249,
15.661046,25.083128,33.522133,34.744576,35.739260,35.871541,
15.606272,24.872623,33.634698,34.709220,36.095844,36.079978,
15.562670,24.971528,33.805032,35.117228,36.460152,36.507060,
15.645338,25.217728,33.273552,34.738191,36.017843,36.051770,
