=============================
Thu Apr 10 13:10:40 2014

1.497526, 1.073887, 0.980870, 0.740493, 0.508297, 0.245800, 0.086393, 0.016960, ;
1.486052, 1.069634, 0.975579, 0.743443, 0.516528, 0.250446, 0.091372, 0.013779, ;
1.504976, 1.072274, 0.983569, 0.740289, 0.506393, 0.248286, 0.092432, 0.016583, ;
1.479527, 1.066343, 0.981329, 0.740665, 0.503400, 0.251667, 0.090841, 0.012443, ;
1.495518, 1.072453, 0.980965, 0.738620, 0.501398, 0.250515, 0.086478, 0.017261, ;
1.483450, 1.070559, 0.980594, 0.740432, 0.499832, 0.240672, 0.089385, 0.013719, ;
1.474465, 1.070538, 0.975722, 0.735968, 0.489499, 0.233367, 0.091074, 0.018685, ;
1.458343, 1.066585, 0.966279, 0.731426, 0.490518, 0.237785, 0.079742, 0.014294, ;
1.497068, 1.075189, 0.962213, 0.731380, 0.487827, 0.233386, 0.080817, 0.012531, ;
1.477636, 1.076557, 0.969508, 0.730263, 0.482001, 0.227793, 0.078298, 0.009366, ;
1.492066, 1.070155, 0.971929, 0.722648, 0.477227, 0.224708, 0.079846, 0.008904, ;
1.479636, 1.067362, 0.970093, 0.723237, 0.478606, 0.217393, 0.076485, 0.016599, ;
1.500378, 1.073382, 0.971887, 0.719864, 0.490328, 0.219054, 0.071057, 0.012375, ;
1.505638, 1.070980, 0.974074, 0.718145, 0.487293, 0.221509, 0.064099, 0.000818, ;
1.500581, 1.075041, 0.964163, 0.702189, 0.478625, 0.216533, 0.061593, 0.013668, ;
1.491255, 1.063694, 0.944496, 0.698557, 0.472787, 0.210285, 0.067366, 0.007570, ;
1.461655, 1.048858, 0.925239, 0.684716, 0.464830, 0.201081, 0.060364, 0.018116, ;
1.464140, 1.051123, 0.924928, 0.676624, 0.458291, 0.198773, 0.059815, 0.011295, ;
1.433366, 1.043651, 0.913054, 0.675145, 0.460678, 0.205614, 0.061369, 0.003628, ;
1.425524, 1.039503, 0.916254, 0.667890, 0.460331, 0.204228, 0.063793, 0.005071, ;
1.434632, 1.040219, 0.914931, 0.677389, 0.468128, 0.207560, 0.066609, 0.009918, ;
1.436455, 1.040597, 0.913679, 0.675692, 0.467871, 0.197336, 0.065735, 0.006677, ;
1.435535, 1.043068, 0.918458, 0.687992, 0.472699, 0.211860, 0.063163, 0.006678, ;
1.452042, 1.043125, 0.922705, 0.687274, 0.475647, 0.210852, 0.059668, 0.004490, ;
1.446415, 1.042317, 0.920917, 0.687394, 0.466794, 0.208740, 0.064988, 0.008919, ;
1.424793, 1.020504, 0.910181, 0.666545, 0.465714, 0.210420, 0.062664, 0.010014, ;
1.445610, 1.026260, 0.897447, 0.659273, 0.445849, 0.196885, 0.068508, 0.009962, ;
1.430986, 1.026318, 0.901214, 0.656293, 0.441667, 0.197131, 0.065086, 0.012902, ;
1.426250, 1.023077, 0.900756, 0.659853, 0.448356, 0.199220, 0.057624, 0.010710, ;
1.427928, 1.015389, 0.903919, 0.664532, 0.449602, 0.200575, 0.063418, 0.003356, ;
1.443919, 1.019111, 0.908527, 0.666936, 0.457915, 0.203044, 0.078731, 0.010966, ;
1.444851, 1.025521, 0.905096, 0.674407, 0.456876, 0.207525, 0.064913, 0.006416, ;
1.426621, 1.023806, 0.910765, 0.672489, 0.462825, 0.204365, 0.063062, 0.012044, ;
1.420631, 1.032853, 0.904962, 0.674709, 0.464511, 0.214607, 0.065706, 0.012437, ;
1.440415, 1.033749, 0.916457, 0.679541, 0.467583, 0.213826, 0.069685, 0.015055, ;
1.459626, 1.037493, 0.915102, 0.679802, 0.477261, 0.215862, 0.078621, 0.018357, ;
1.451578, 1.037107, 0.917276, 0.685549, 0.477033, 0.223705, 0.074348, 0.018665, ;
1.452556, 1.044747, 0.922631, 0.689385, 0.481017, 0.219306, 0.074064, 0.011045, ;
1.448369, 1.048156, 0.923711, 0.693376, 0.477216, 0.228955, 0.082408, 0.012048, ;
1.444162, 1.043088, 0.929170, 0.701627, 0.489731, 0.230324, 0.078033, 0.012898, ;
1.462727, 1.054105, 0.938800, 0.702865, 0.489697, 0.234909, 0.087971, 0.012873, ;
1.444711, 1.049629, 0.937133, 0.708228, 0.490826, 0.229213, 0.079955, 0.011314, ;
1.439222, 1.041782, 0.935558, 0.707882, 0.494345, 0.244971, 0.086058, 0.011144, ;
1.433476, 1.043697, 0.939418, 0.710635, 0.491212, 0.247191, 0.091376, 0.004549, ;
1.452958, 1.060775, 0.945892, 0.716980, 0.498612, 0.247715, 0.085269, 0.014399, ;
1.435387, 1.045158, 0.935394, 0.714227, 0.494888, 0.252297, 0.091472, 0.009860, ;
1.450805, 1.058563, 0.947340, 0.711111, 0.491865, 0.245219, 0.096833, 0.011677, ;
1.450140, 1.052605, 0.950162, 0.718184, 0.498533, 0.237396, 0.082598, 0.013055, ;
1.466295, 1.061027, 0.952786, 0.717835, 0.504067, 0.230998, 0.080086, 0.012606, ;
1.439385, 1.059042, 0.937416, 0.708654, 0.487046, 0.222964, 0.075922, 0.014319, ;
1.431949, 1.053568, 0.930726, 0.701858, 0.484527, 0.224588, 0.067903, 0.018624, ;
1.438855, 1.050101, 0.926042, 0.689559, 0.474221, 0.219653, 0.074630, 0.015896, ;
1.454769, 1.056696, 0.929816, 0.688755, 0.476733, 0.214242, 0.065422, 0.012310, ;
1.454011, 1.053614, 0.921487, 0.680715, 0.459005, 0.203209, 0.057802, 0.007786, ;
1.425418, 1.037305, 0.895950, 0.655010, 0.442312, 0.187598, 0.060533, 0.019272, ;
1.425284, 1.033359, 0.893764, 0.653876, 0.441997, 0.190035, 0.054208, 0.008664, ;
1.466898, 1.035802, 0.896886, 0.640299, 0.424252, 0.180090, 0.049646, 0.006155, ;
1.446497, 1.040664, 0.884210, 0.643568, 0.423924, 0.173375, 0.053525, 0.008569, ;
1.425784, 1.046014, 0.888992, 0.646397, 0.431223, 0.179020, 0.055678, 0.009336, ;
