1.586078,1.292674,0.976312,0.676118,0.084432,0.008895,0.002911,0.005152,29.104705,2.412931
1.764583,1.427749,1.143611,0.887947,0.084190,0.008876,0.002911,0.005172,32.604817,0.033310
1.764583,1.428903,1.148152,0.925327,0.084190,0.008876,0.002911,0.005172,32.667562,-0.001325
1.585914,1.286274,0.973097,0.680265,0.085621,0.014443,0.010925,-0.000070,29.042768,2.588166
1.749372,1.423022,1.153809,0.879731,0.085587,0.014442,0.010945,-0.000070,32.606051,0.038036
1.749372,1.422295,1.156504,0.914028,0.085587,0.014442,0.010945,-0.000070,32.699548,0.002120
1.598799,1.270425,0.971839,0.674036,0.084917,0.012013,0.006729,0.003758,29.094715,2.446699
1.762868,1.422986,1.146024,0.873568,0.084617,0.012013,0.006729,0.003758,32.590397,0.035900
1.762868,1.424898,1.145628,0.906655,0.084542,0.012013,0.006729,0.003758,32.663938,0.003583
1.596265,1.265955,0.982327,0.671635,0.088856,0.012669,0.002140,0.008243,29.049880,2.599821
1.771171,1.418271,1.147214,0.877213,0.088426,0.012709,0.002140,0.008184,32.625820,0.033265
1.771171,1.417856,1.150974,0.907526,0.088444,0.012709,0.002140,0.008184,32.691327,0.001548
1.613435,1.258944,0.974015,0.665622,0.081579,0.012346,0.011611,0.008771,29.024867,2.574275
1.774826,1.423806,1.144458,0.854572,0.081371,0.012346,0.011611,0.008771,32.606244,0.031696
1.774826,1.425736,1.149140,0.884986,0.081369,0.012346,0.011611,0.008771,32.669673,0.005930
1.589961,1.292989,0.981312,0.674520,0.096121,0.009637,0.009917,0.002533,29.099259,2.600321
1.757810,1.420739,1.151600,0.876806,0.096111,0.009637,0.009917,0.002533,32.710606,0.032549
1.757810,1.418881,1.156030,0.920033,0.096110,0.009637,0.009917,0.002533,32.794205,0.001886
1.614979,1.284702,0.982055,0.668777,0.086538,0.008336,0.009053,0.002274,29.136105,2.470752
1.774119,1.440662,1.155375,0.870249,0.087056,0.008336,0.009053,0.002274,32.639493,0.036213
1.774119,1.439095,1.156947,0.900228,0.087004,0.008336,0.009053,0.002274,32.716693,0.003824
1.558683,1.283735,0.976181,0.679077,0.090420,0.014554,0.007692,0.006168,28.810977,2.832734
1.785024,1.428667,1.155637,0.870496,0.090445,0.014554,0.007692,0.006168,32.597192,0.031185
1.785024,1.426739,1.160161,0.900361,0.090430,0.014554,0.007692,0.006168,32.700370,0.000353
1.589246,1.262958,0.973150,0.659379,0.088571,0.013954,0.005055,0.000725,28.867106,2.730723
1.785311,1.425180,1.141922,0.865209,0.089068,0.013954,0.004996,0.000725,32.633788,0.030545
1.785311,1.425180,1.148840,0.905465,0.089066,0.013954,0.004996,0.000725,32.707021,0.003619
1.592081,1.311717,0.977370,0.666401,0.088751,0.012294,0.002987,0.007404,29.132972,2.535669
1.779879,1.421715,1.149909,0.878311,0.089026,0.012314,0.002987,0.007405,32.630690,0.026099
1.779879,1.421383,1.150352,0.910008,0.089026,0.012314,0.002987,0.007405,32.694480,0.002000
1.531853,1.276052,0.979598,0.673699,0.095262,0.015003,0.001054,0.005427,28.607528,2.900385
1.760022,1.428873,1.155691,0.868230,0.094857,0.014964,0.001054,0.005447,32.633349,0.029297
1.767151,1.432509,1.160881,0.902526,0.094893,0.014964,0.001054,0.005447,32.700878,0.008765
1.603014,1.273193,0.995623,0.672772,0.086744,0.012666,0.012221,0.001521,29.089316,2.395789
1.763576,1.420904,1.151981,0.864359,0.086309,0.012666,0.012221,0.001521,32.626882,0.041969
1.763576,1.424313,1.158160,0.902350,0.086242,0.012666,0.012221,0.001521,32.707178,-0.002300
1.580700,1.282424,0.973287,0.670448,0.092187,0.005917,0.009622,0.006338,28.820180,2.642531
1.785128,1.424705,1.159642,0.875573,0.092403,0.005917,0.009622,0.006338,32.631444,0.036379
1.785128,1.423222,1.163041,0.912601,0.092403,0.005917,0.009622,0.006338,32.714503,0.002837
1.589602,1.284742,0.986635,0.668639,0.087535,0.005532,0.007952,0.007631,29.078550,2.522276
1.758984,1.424742,1.149837,0.874055,0.088046,0.005571,0.007952,0.007631,32.611051,0.041457
1.758984,1.424742,1.157083,0.916399,0.088063,0.005571,0.007952,0.007631,32.693433,0.003608
1.593431,1.270435,0.986887,0.677923,0.088094,0.010657,0.002393,0.004198,28.982733,2.640508
1.763179,1.428289,1.151214,0.868536,0.088091,0.010716,0.002393,0.004198,32.615449,0.019767
1.771022,1.427879,1.153576,0.900044,0.088078,0.010716,0.002393,0.004198,32.686355,0.000509
1.609158,1.269125,0.984531,0.671898,0.086299,0.014103,0.006963,0.003027,29.205451,2.530037
1.749123,1.393070,1.147544,0.875213,0.086234,0.014103,0.007002,0.003027,32.697340,0.033887
1.746798,1.395160,1.149564,0.909342,0.086213,0.014103,0.007002,0.003027,32.775240,0.004676
1.596938,1.287489,0.988652,0.668124,0.091134,0.007799,0.003831,0.009861,29.098946,2.454270
1.756984,1.422599,1.156282,0.860319,0.091218,0.007799,0.003831,0.009881,32.693863,0.034418
