0.627588,0.576501,0.550555,0.464587,0.334367,0.154715,0.039597,0.008795,15.589805,4.581746
0.934604,0.781394,0.706432,0.538263,0.360877,0.158253,0.039544,0.008745,25.198047,2.476874
1.132796,0.857505,0.753156,0.549817,0.363897,0.158338,0.039469,0.008785,29.998439,0.493448
0.619966,0.581578,0.552731,0.457207,0.332392,0.152077,0.050756,0.008474,15.546698,4.480624
0.923015,0.791097,0.694649,0.525299,0.353048,0.156609,0.051648,0.008471,25.128297,2.540951
1.119088,0.865246,0.741981,0.534352,0.355001,0.156561,0.051750,0.008471,29.722045,0.526487
0.621955,0.580701,0.546703,0.454635,0.330246,0.150297,0.041596,0.009807,15.562551,4.483743
0.932728,0.793847,0.691471,0.522895,0.355808,0.155268,0.041338,0.009852,24.977569,2.254393
1.113463,0.880702,0.733032,0.535072,0.357801,0.155366,0.041360,0.009852,29.674058,0.718624
0.619530,0.588965,0.548386,0.457481,0.320835,0.148245,0.044163,0.004549,15.548033,4.550796
0.941760,0.796029,0.694426,0.524333,0.341586,0.148664,0.043708,0.004519,25.390889,2.289865
1.150959,0.876284,0.732634,0.532885,0.345199,0.148946,0.043634,0.004519,29.947982,0.432962
0.618385,0.580507,0.545028,0.446927,0.316167,0.137733,0.041623,0.017487,15.590373,4.552552
0.931760,0.775123,0.684097,0.513619,0.334502,0.138135,0.039923,0.017868,25.129326,2.309233
1.122839,0.851762,0.719975,0.522219,0.335309,0.138109,0.039871,0.017828,29.644514,0.330033
0.616929,0.587471,0.539333,0.435972,0.311509,0.135971,0.041102,0.002993,15.539413,4.417189
0.929297,0.786883,0.677696,0.495043,0.324059,0.137283,0.041815,0.002725,24.924493,2.210150
1.115935,0.859010,0.720562,0.504282,0.324817,0.137469,0.041774,0.002725,29.254201,0.408348
0.627436,0.584269,0.536058,0.432927,0.303834,0.124247,0.038822,0.001072,15.700925,4.471424
0.928435,0.788676,0.673952,0.483835,0.319521,0.125928,0.038718,0.000983,25.153817,2.155489
1.118529,0.858974,0.713328,0.492986,0.321069,0.125424,0.038831,0.000943,29.577110,0.579183
0.617605,0.586132,0.537822,0.436466,0.302972,0.120209,0.038743,0.007628,15.512094,4.475557
0.927989,0.781255,0.671392,0.492124,0.321690,0.122488,0.038114,0.007955,24.916979,2.298240
1.113286,0.854815,0.704321,0.501765,0.322185,0.122386,0.038113,0.007876,29.476063,0.396278
0.629664,0.578946,0.531599,0.427937,0.306330,0.128593,0.035864,0.007207,15.700812,4.472227
0.938020,0.782624,0.666154,0.484652,0.322770,0.130406,0.035043,0.007258,24.945569,2.189595
1.114351,0.862258,0.701110,0.494571,0.324988,0.130790,0.035180,0.007257,29.067636,0.452872
0.624355,0.582592,0.532047,0.440842,0.314086,0.132937,0.035804,0.008569,15.565455,4.447437
0.920358,0.782276,0.670307,0.500554,0.332913,0.132199,0.035675,0.008684,24.808275,2.287495
1.106336,0.859768,0.710788,0.511060,0.334930,0.132176,0.035389,0.008664,29.508608,0.395497
0.616466,0.587984,0.542658,0.440180,0.317302,0.139636,0.038241,0.013864,15.538610,4.496886
0.926607,0.780990,0.686093,0.501688,0.332086,0.141297,0.039059,0.013874,24.827372,2.301419
1.121289,0.853034,0.722238,0.510975,0.334182,0.141586,0.039178,0.013874,29.266571,0.463030
0.616821,0.578559,0.544242,0.442328,0.322139,0.140626,0.044296,0.009038,15.529926,4.499597
0.924888,0.793769,0.683469,0.501566,0.342517,0.142921,0.043699,0.009018,25.360712,2.495664
1.129826,0.870880,0.720714,0.512781,0.343189,0.142778,0.043823,0.009018,29.635634,0.541839
0.617383,0.591793,0.551916,0.441133,0.316017,0.146071,0.041924,0.002914,15.538897,4.486125
0.922273,0.795863,0.694549,0.505826,0.339342,0.147821,0.042532,0.002864,25.144303,2.189050
1.117820,0.865846,0.740182,0.517929,0.340968,0.147634,0.042382,0.002864,29.654737,0.389809
0.617934,0.582524,0.550166,0.454106,0.326843,0.151399,0.043020,0.011366,15.500598,4.524142
0.926839,0.782327,0.695533,0.518710,0.344742,0.156572,0.044204,0.011378,25.030815,2.347784
1.130734,0.862200,0.736904,0.528160,0.346411,0.156501,0.044130,0.011358,29.554599,0.514533
0.623040,0.593740,0.552060,0.456898,0.330205,0.137879,0.042184,0.008478,15.614723,4.587952
0.941714,0.796492,0.704383,0.525196,0.351506,0.138828,0.043000,0.008647,25.305860,2.290195
1.130324,0.865997,0.746948,0.537330,0.353063,0.138559,0.042825,0.008647,29.849804,0.432014
0.614264,0.581943,0.549363,0.457976,0.334910,0.149289,0.043111,0.007614,15.433406,4.550535
0.905646,0.799379,0.700448,0.530207,0.354248,0.151647,0.042835,0.007891,24.911744,2.332415
1.107895,0.881279,0.741513,0.542595,0.355769,0.152377,0.042852,0.007811,29.859396,0.481089
0.618679,0.589280,0.552168,0.456776,0.340173,0.161718,0.048180,0.015923,15.541246,4.549622
0.922636,0.789953,0.708251,0.527265,0.360135,0.164620,0.049332,0.015613,25.108147,2.449941
1.121265,0.865056,0.754606,0.537200,0.361623,0.164866,0.049305,0.015732,29.893657,0.605163
0.621162,0.581929,0.550993,0.464111,0.335767,0.156280,0.051557,0.007422,15.549756,4.508191
0.937675,0.788844,0.700112,0.528578,0.357565,0.156731,0.052154,0.007106,25.137119,2.480805
1.131531,0.873203,0.747723,0.541339,0.359659,0.156799,0.052305,0.007204,29.878910,0.633562
0.630497,0.593331,0.561098,0.470676,0.343652,0.150153,0.052959,0.011219,15.687711,4.699184
0.945333,0.800383,0.723380,0.541910,0.365295,0.151244,0.052855,0.011172,25.325305,2.228929
1.136051,0.876970,0.769310,0.553773,0.368132,0.150730,0.052967,0.011172,29.929119,0.469381
0.612673,0.589462,0.552428,0.463713,0.346333,0.167182,0.051969,0.008222,15.476671,4.544765
0.917948,0.801012,0.716895,0.535776,0.370206,0.170461,0.050828,0.007818,25.003926,2.745835
1.118112,0.875248,0.768069,0.547375,0.372553,0.170113,0.050840,0.007897,30.153506,0.656208
0.778638,0.723378,0.675737,0.557463,0.403143,0.190089,0.054165,0.012720,18.515663,5.648947
1.186001,0.943343,0.824834,0.619739,0.421213,0.191424,0.054523,0.012622,31.494771,1.507678
1.308735,0.969160,0.843187,0.625742,0.422114,0.191270,0.054566,0.012565,34.626364,0.142489
0.783368,0.715355,0.666206,0.544840,0.393208,0.187956,0.066844,0.013584,18.494339,5.596454
1.209817,0.940833,0.821067,0.612309,0.412506,0.190753,0.066851,0.013822,31.648418,1.476672
1.315017,0.972817,0.833760,0.619150,0.413285,0.190785,0.066835,0.013879,34.769627,0.172503
0.781358,0.721339,0.663983,0.546863,0.395100,0.179505,0.054741,0.009460,18.468731,5.617449
1.191215,0.951583,0.821753,0.614337,0.413789,0.180901,0.055232,0.009272,31.566106,1.578700
1.309695,0.981360,0.838356,0.618264,0.413975,0.180722,0.055109,0.009252,34.746726,0.005751
