0.010086,0.017686,0.037305,0.054269,0.068241,0.078266,0.083819,0.084528,23.420392
0.003438,0.008008,0.025725,0.043762,0.059900,0.073734,0.083067,0.084494,26.921816
0.008242,0.016584,0.035240,0.047221,0.061094,0.074671,0.083134,0.084516,24.037280
0.010418,0.019734,0.035915,0.047013,0.061591,0.074737,0.083156,0.084487,23.275296
0.011241,0.020869,0.037038,0.047174,0.061037,0.074613,0.082999,0.084461,23.009683
0.011842,0.021655,0.037862,0.047575,0.061350,0.074648,0.083222,0.084497,22.826143
0.011945,0.022061,0.039002,0.049394,0.062766,0.075266,0.083237,0.084508,22.761449
0.011424,0.021555,0.039734,0.049919,0.063726,0.075429,0.083216,0.084501,22.885155
0.009804,0.019535,0.038532,0.049655,0.063619,0.076404,0.083302,0.084504,23.381015
0.008530,0.017686,0.036306,0.048342,0.062652,0.075725,0.083253,0.084504,23.859398
0.007596,0.016224,0.034414,0.047808,0.062771,0.075923,0.083251,0.084484,24.256433
0.006493,0.014437,0.031833,0.046847,0.061548,0.075422,0.083228,0.084471,24.793119
0.005473,0.011679,0.029119,0.046025,0.061562,0.075418,0.083165,0.084505,25.466957
0.004210,0.008938,0.026005,0.043806,0.060223,0.075220,0.083018,0.084473,26.401719
0.003493,0.007327,0.022110,0.041562,0.058899,0.074583,0.083029,0.084489,27.130370
0.003151,0.006516,0.021008,0.040669,0.057952,0.073949,0.082978,0.084503,27.503087
0.003507,0.007167,0.021554,0.040726,0.057828,0.073549,0.082953,0.084488,27.175490
0.003635,0.007767,0.022853,0.041098,0.057918,0.073480,0.082865,0.084504,26.971488
0.003603,0.007333,0.021441,0.039804,0.057251,0.073435,0.082789,0.084511,27.111095
0.003358,0.007136,0.021477,0.039346,0.057144,0.073428,0.082846,0.084493,27.282811
0.003574,0.007722,0.023076,0.040362,0.056960,0.072916,0.082608,0.084506,27.012395
0.004203,0.008620,0.025012,0.041675,0.055781,0.071569,0.082301,0.084504,26.499719
0.002986,0.006286,0.020330,0.036958,0.052771,0.069271,0.081796,0.084509,27.722995
0.001550,0.002964,0.009991,0.022440,0.043228,0.065669,0.080909,0.084482,30.516740
0.001295,0.002380,0.006860,0.016009,0.037190,0.062392,0.080021,0.084471,31.514843
0.001029,0.001967,0.006400,0.017139,0.039007,0.063542,0.080190,0.084471,32.135207
0.000840,0.001710,0.005922,0.017360,0.041256,0.065622,0.080929,0.084484,32.645003
0.000935,0.001812,0.005400,0.012573,0.032066,0.061169,0.080222,0.084442,32.698456
0.001229,0.002316,0.006257,0.013594,0.030376,0.058428,0.079612,0.084430,31.818045
0.000803,0.001586,0.005359,0.014473,0.034852,0.061855,0.080590,0.084451,33.015454
0.000925,0.002072,0.008549,0.026188,0.048294,0.068853,0.081769,0.084485,31.726116
0.001047,0.002613,0.012120,0.033250,0.052922,0.070511,0.081971,0.084494,30.829891
0.001297,0.003347,0.015525,0.036762,0.055675,0.071636,0.082158,0.084515,29.975313
0.001324,0.003755,0.019007,0.040292,0.057480,0.073349,0.082544,0.084531,29.550270
0.002220,0.005879,0.023945,0.043633,0.059809,0.074409,0.082818,0.084508,28.062995
0.003407,0.008914,0.028264,0.046349,0.061157,0.074702,0.083072,0.084508,26.711343
0.004659,0.011337,0.032033,0.048484,0.062201,0.075426,0.083353,0.084516,25.735784
0.005354,0.012524,0.033082,0.049300,0.063014,0.075695,0.083330,0.084500,25.316337
0.005388,0.012665,0.033512,0.049597,0.063100,0.075761,0.083105,0.084510,25.279010
0.004703,0.010943,0.031927,0.049531,0.063029,0.075920,0.083017,0.084496,25.752450
0.003965,0.009843,0.030905,0.049505,0.063353,0.076022,0.083242,0.084465,26.219525
0.003391,0.008142,0.027170,0.047867,0.062743,0.075708,0.083147,0.084490,26.839514
0.002956,0.006750,0.023001,0.043703,0.061532,0.075409,0.083098,0.084506,27.472191
0.001993,0.004246,0.014172,0.033388,0.057164,0.074600,0.082856,0.084482,29.189492
0.002227,0.004242,0.013568,0.031235,0.054822,0.072978,0.082523,0.084483,29.054350
0.002766,0.005337,0.015216,0.031344,0.054185,0.072408,0.082503,0.084467,28.316236
0.001833,0.003557,0.011734,0.029672,0.055273,0.073590,0.082685,0.084449,29.720766
0.002720,0.005443,0.018160,0.039814,0.060024,0.074964,0.082880,0.084442,28.083242
0.001969,0.004003,0.013592,0.031736,0.055900,0.074150,0.082793,0.084483,29.329857
0.002048,0.003975,0.012388,0.028368,0.053559,0.073337,0.082753,0.084477,29.392121
0.003555,0.006577,0.017560,0.034018,0.055582,0.072897,0.082679,0.084462,27.448487
0.002132,0.003883,0.011358,0.025467,0.049901,0.072205,0.082736,0.084472,29.453474
0.001773,0.003364,0.010901,0.025709,0.050124,0.072429,0.082526,0.084470,29.978434
0.003004,0.005813,0.018526,0.037028,0.055867,0.073083,0.082582,0.084500,27.851898
0.002390,0.004780,0.016411,0.035177,0.055809,0.073063,0.082697,0.084483,28.602396
0.001059,0.002310,0.010380,0.028656,0.052835,0.072821,0.082785,0.084483,31.163681
0.001167,0.002340,0.008736,0.024425,0.050168,0.072085,0.082861,0.084469,31.256921
0.001155,0.002437,0.008951,0.024326,0.050362,0.071870,0.082784,0.084488,31.221102
0.001469,0.003298,0.011799,0.028355,0.051875,0.072379,0.082800,0.084482,30.219718
0.001902,0.004687,0.016635,0.033459,0.054859,0.073442,0.082927,0.084477,29.042773
0.002164,0.005370,0.018696,0.035901,0.055903,0.073578,0.082827,0.084493,28.542107
0.002316,0.005677,0.019779,0.036499,0.056089,0.073737,0.082984,0.084460,28.308859
0.002396,0.005641,0.019939,0.037664,0.057093,0.074199,0.083043,0.084472,28.232890
0.002727,0.006143,0.021427,0.040209,0.058114,0.073966,0.082913,0.084490,27.821006
0.002781,0.006063,0.020412,0.039358,0.058245,0.073792,0.082990,0.084492,27.849182
0.002397,0.005292,0.018117,0.036706,0.057341,0.073536,0.082923,0.084515,28.391765
0.002405,0.005369,0.018405,0.036917,0.057672,0.073443,0.082743,0.084497,28.354373
0.002648,0.006047,0.020916,0.040169,0.058307,0.073122,0.082684,0.084501,27.912127
0.003567,0.007753,0.024026,0.042256,0.058850,0.073154,0.082806,0.084466,26.958894
0.003442,0.007511,0.023262,0.041829,0.058539,0.073476,0.082961,0.084458,27.091761
0.003028,0.006194,0.019283,0.038319,0.057363,0.073509,0.082879,0.084440,27.724646
0.001966,0.004498,0.016036,0.034930,0.057068,0.073525,0.082874,0.084461,29.032725
0.002672,0.005803,0.019173,0.038199,0.058448,0.073866,0.082924,0.084496,28.031882
0.002762,0.006045,0.020316,0.039267,0.058108,0.073226,0.082860,0.084486,27.870911
0.003358,0.007258,0.022376,0.040391,0.058495,0.073415,0.082869,0.084494,27.220095
0.003353,0.007473,0.023934,0.041952,0.058648,0.073061,0.082598,0.084469,27.122644
0.003562,0.007897,0.024040,0.041569,0.058315,0.072899,0.082566,0.084470,26.948905
0.003346,0.007326,0.022497,0.039905,0.057676,0.072804,0.082682,0.084514,27.219178
0.003114,0.006639,0.021270,0.039144,0.057053,0.072451,0.082417,0.084508,27.514957
0.003104,0.006469,0.021130,0.038188,0.056109,0.072019,0.082362,0.084497,27.564513
0.003270,0.007129,0.021828,0.038714,0.056267,0.071968,0.082645,0.084504,27.331207
0.002824,0.006385,0.020900,0.038848,0.056558,0.071985,0.082615,0.084477,27.758718
0.002772,0.006175,0.020513,0.038343,0.056628,0.072179,0.082472,0.084497,27.847981
0.003514,0.007857,0.023158,0.040982,0.058650,0.073514,0.082949,0.084512,27.014354
0.003733,0.008456,0.024654,0.043468,0.060733,0.074684,0.083229,0.084507,26.742494
0.003708,0.008388,0.024685,0.043499,0.061736,0.075077,0.083311,0.084522,26.760645
0.006919,0.014802,0.033862,0.048919,0.064576,0.076024,0.083456,0.084506,24.571506
0.013257,0.026293,0.044112,0.054607,0.067662,0.077013,0.083506,0.084517,22.219855
0.015142,0.029280,0.046838,0.057024,0.069601,0.077672,0.083540,0.084528,21.729096
0.024284,0.041782,0.056837,0.064862,0.075731,0.080537,0.084008,0.084507,19.999158
0.000011,0.000012,0.000011,0.000011,0.000012,0.000012,0.000012,0.000012,54.174960
-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00
-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00
-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00
-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00
-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00
-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00
-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00
-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00
-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00
-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00
-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00
-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00
-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00
-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00
-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00,-1.#IND00
